Mod:Item:MetaData, Localized Name
hbm:bedrock_ore_fragment:1401, Asbestos Bedrock Ore Fragment
hbm:bedrock_ore_fragment:20000, Rare Earth Bedrock Ore Fragment
hbm:chunk_ore:0, Rare Earth Ore Chunk
hbm:chunk_ore:1, Malachite Chunk
hbm:chunk_ore:2, Cryolite Chunk
hbm:chunk_ore:3, Moonstone
hbm:neutron_reflector, Neutron Reflector
hbm:rtg_unit, RTG Unit
hbm:thermo_unit_empty, Thermic Distribution Unit
hbm:thermo_unit_endo, Coldness Distribution Unit
hbm:thermo_unit_exo, Heat Distribution Unit
hbm:levitation_unit, Gravity Manipulator
hbm:magnetron, Magnetron
hbm:pellet_buckshot, Lead Pellets
hbm:pellet_flechette, Flechettes
hbm:pellet_chlorophyte, Chlorophyte Rounds
hbm:pellet_meteorite, Meteorite Rounds
hbm:pellet_canister, Canister Shot
hbm:pellet_claws, Sharp Metal Claws
hbm:pellet_charged, Ionized Particles
hbm:pellet_cluster, Explosive Pellets
hbm:pellet_gas, Poison Gas Cartridge
hbm:coal_infernal, Infernal Coal
hbm:cinnabar, Cinnabar
hbm:powder_ash:0, Wood Ash
hbm:powder_ash:1, Coal Ash
hbm:powder_ash:2, Ash
hbm:powder_ash:3, Fly Ash
hbm:powder_ash:4, Fine Soot
hbm:powder_ash:5, Fullerene
hbm:powder_cement, Cement
hbm:toothpicks, Toothpicks
hbm:ducttape, Duct Tape
hbm:catalyst_clay, Clay Catalyst
hbm:motor, Motor
hbm:motor_desh, Desh Motor
hbm:motor_bismuth, Bismuth Motor
hbm:photo_panel, Photovoltaic Panel
hbm:sat_base, Satellite Base
hbm:thruster_nuclear, LV-N Nuclear Rocket Engine
hbm:safety_fuse, Safety Fuse
hbm:blade_titanium, Titanium Blade
hbm:turbine_titanium, Titanium Steam Turbine
hbm:blade_tungsten, Tungsten Reinforced Blade
hbm:turbine_tungsten, Reinforced Turbofan Blades
hbm:board_copper, Copper Panel
hbm:pipes_steel, Steel Pipes
hbm:drill_titanium, Titanium Drill
hbm:bolt_compound, Reinforced Turbine Shaft
hbm:hazmat_cloth, Hazmat Cloth
hbm:hazmat_cloth_red, Advanced Hazmat Cloth
hbm:hazmat_cloth_grey, Lead-Reinforced Hazmat Cloth
hbm:asbestos_cloth, Fire Proximity Cloth
hbm:rag, Cloth
hbm:rag_damp, Damp Cloth
hbm:rag_piss, Piss-Soaked Rag
hbm:filter_coal, Activated Carbon Filter
hbm:magnet_circular, Flat Magnet
hbm:centrifuge_element, Centrifuge Element
hbm:reactor_core, Breeding Reactor Core
hbm:oil_tar:0, Oil Tar
hbm:oil_tar:1, Crack Oil Tar
hbm:oil_tar:2, Coal Tar
hbm:oil_tar:3, Wood Tar
hbm:oil_tar:4, Chlorinated Petroleum Wax
hbm:oil_tar:5, Paraffin Wax
hbm:solid_fuel, Solid Fuel
hbm:solid_fuel_presto, Presto Log
hbm:solid_fuel_presto_triplet, Boosted Presto Logs
hbm:solid_fuel_bf, Solid Fuel (Balefire)
hbm:solid_fuel_presto_bf, Presto Log (Balefire)
hbm:solid_fuel_presto_triplet_bf, Boosted Presto Logs (Balefire)
hbm:rocket_fuel, Solid Fuel (Rocket Propellant)
hbm:briquette:0, Coal Briquette
hbm:briquette:1, Lignite Briquette
hbm:briquette:2, Sawdust Briquette
hbm:coke:0, Coal Coke
hbm:coke:1, Lignite Coke
hbm:coke:2, Petroleum Coke
hbm:lignite, Lignite
hbm:circuit:0, Vacuum Tube
hbm:circuit:1, Capacitor
hbm:circuit:2, Tantalium Capacitor
hbm:circuit:3, Printed Circuit Board
hbm:circuit:4, Printed Silicon Wafer
hbm:circuit:5, Microchip
hbm:circuit:6, Versatile Integrated Circuit
hbm:circuit:7, Analog Circuit Board
hbm:circuit:8, Integrated Circuit Board
hbm:circuit:9, Military Grade Circuit Board
hbm:circuit:10, Capacitor Board
hbm:circuit:11, Versatile Circuit Board
hbm:circuit:12, Control Unit Casing
hbm:circuit:13, Control Unit
hbm:circuit:14, Advanced Control Unit
hbm:circuit:15, Quantum Processing Unit
hbm:circuit:16, Solid State Quantum Processor
hbm:circuit:17, Quantum Computer
hbm:circuit:18, Atomic Clock
hbm:circuit:19, Incandescent Seven Segment Display
hbm:fragment_neodymium, Neodymium Fragment
hbm:fragment_cobalt, Cobalt Fragment
hbm:fragment_niobium, Niobium Fragment
hbm:fragment_cerium, Cerium Fragment
hbm:fragment_lanthanium, Lanthanium Fragment
hbm:fragment_actinium, Actinium-227 Fragment
hbm:fragment_meteorite, Meteorite Fragment
hbm:fragment_boron, Boron Fragment
hbm:fragment_coltan, Coltan
hbm:demon_core_open, Suspended Demon Core
hbm:demon_core_closed, Closed Demon Core
hbm:bottle_opener, Hbm's Own Self-Made Bottle Opener
hbm:bottle_empty, Empty Bomb-Shaped Bottle
hbm:bottle_nuka, Bottle of Nuka Cola
hbm:bottle_cherry, Bottle of Nuka Cherry
hbm:bottle_quantum, Bottle of Nuka Cola Quantum
hbm:bottle_sparkle, Bottle of S~Cola
hbm:bottle_rad, Bottle of S~Cola RAD
hbm:bottle2_empty, Empty Bottle
hbm:bottle2_korl, Korl
hbm:bottle2_fritz, Fritz Cola
hbm:bottle2_korl_special, The First Korl
hbm:bottle2_fritz_special, The First Fritz Cola
hbm:bottle2_sunset, Sunset Sarsaparilla
hbm:flask_infusion:0, Shield Infusion
hbm:chocolate_milk, Chocolate Milk
hbm:coffee, Coffee
hbm:coffee_radium, Radium Coffee
hbm:chocolate, Ithis-Brand Radium Chocolate
hbm:cap_nuka, Nuka Cola Bottle Cap
hbm:cap_quantum, Nuka Cola Quantum Bottle Cap
hbm:cap_sparkle, S~Cola Bottle Cap
hbm:cap_rad, S~Cola RAD Bottle Cap
hbm:cap_korl, Korl Bottle Cap
hbm:cap_fritz, Fritz Cola Bottle Cap
hbm:cap_sunset, Sunset Sarsaparilla Bottle Cap
hbm:cap_star, Sunset Sarsaparilla Star Cap
hbm:ring_pull, Ring Pull
hbm:bomb_waffle, Waffle of Mass Destruction
hbm:schnitzel_vegan, Vegan Schnitzel
hbm:cotton_candy, Radioactive Cotton Candy
hbm:apple_lead:0, Lead Apple
hbm:apple_lead:1, Lead Apple
hbm:apple_lead:2, Lead Apple
hbm:apple_schrabidium:0, Schrabidium Apple
hbm:apple_schrabidium:1, Schrabidium Apple
hbm:apple_schrabidium:2, Schrabidium Apple
hbm:tem_flakes:0, Tem Flakes
hbm:glowing_stew, Glowing Mushroom Stew
hbm:balefire_scrambled, Scrambled Balefire Egg
hbm:balefire_and_ham, Ham and Balefire Eggs
hbm:lemon, "Lemon"
hbm:definitelyfood, MRE
hbm:med_ipecac, Ipecac Syrup
hbm:med_ptsd, PTSD Medication
hbm:med_schizophrenia, Schizophrenia Medication
hbm:loops, Lööps
hbm:loop_stew, IT Breakfast
hbm:fooditem, food item
hbm:twinkie, Twinkie
hbm:static_sandwich, Sandwich Garnished with TV Static
hbm:canteen_13, Vault 13 Canteen
hbm:canteen_vodka, Stylish Flask
hbm:canteen_fab, Fabulous Vodka
hbm:pancake, Pancake made from Scrap Metal, Nails and Gem Dust
hbm:nugget, Chicken Nugget
hbm:peas, Peas
hbm:marshmallow, Marshmallow on a Stick
hbm:cheese, Cheese
hbm:cheese_quesadilla, Cheese Quesadilla
hbm:mucho_mango, AriZona Mucho Mango
hbm:marshmallow_roasted, Marshmallow on a Stick
hbm:glyphid_meat, Glyphid Meat
hbm:glyphid_meat_grilled, Grilled Glyphid Meat
hbm:egg_glyphid, Glyphid Egg
hbm:spongebob_macaroni, Spongebob Macaroni
hbm:canned_conserve:0, Canned Beef
hbm:canned_conserve:1, Canned Tuna
hbm:canned_conserve:2, Canned Mystery Meat
hbm:canned_conserve:3, Паштет
hbm:canned_conserve:4, Canned Melted Cheese
hbm:canned_conserve:5, FlimFlam Industries Canned Stallion Milk™
hbm:canned_conserve:6, Canned Evaporated Milk
hbm:canned_conserve:7, Canned Ass
hbm:canned_conserve:8, Canned Pepperoni Pizza
hbm:canned_conserve:9, Astronaut Food Tube
hbm:canned_conserve:10, Canned Tomato Soup
hbm:canned_conserve:11, Canned Asbestos
hbm:canned_conserve:12, Canned Black Hole
hbm:canned_conserve:13, Canned Hotdogs
hbm:canned_conserve:14, Leftover Conserve
hbm:canned_conserve:15, Canned Yogurt
hbm:canned_conserve:16, Canned "Mushroom Stew"
hbm:canned_conserve:17, Canned Chinese Food
hbm:canned_conserve:18, Canned Engine Oil
hbm:canned_conserve:19, Canned Fist
hbm:canned_conserve:20, Canned Spam
hbm:canned_conserve:21, Canned Fried Chicken
hbm:canned_conserve:22, Canned Napalm
hbm:canned_conserve:23, Canned Diesel
hbm:canned_conserve:24, Canned Kerosene
hbm:canned_conserve:25, Canned Recursion
hbm:canned_conserve:26, Canned Pine Bark Jerky
hbm:can_key, Winding Key
hbm:coin_maskman, Maskman Coin
hbm:coin_creeper, Nuclear Creeper Coin
hbm:coin_radiation, Radiation Coin
hbm:coin_worm, Balls-O-Tron Coin
hbm:coin_ufo, UFO Coin
hbm:coin_siege:0, Siege Coin
hbm:coin_siege:1, Siege Coin
hbm:coin_siege:2, Siege Coin
hbm:coin_siege:3, Siege Coin
hbm:coin_siege:4, Siege Coin
hbm:coin_siege:5, Siege Coin
hbm:coin_siege:6, Siege Coin
hbm:coin_siege:7, Siege Coin
hbm:coin_siege:8, Siege Coin
hbm:coin_token, Vending Machine Token
hbm:pudding, Pudding
hbm:can_empty, Empty Can
hbm:can_smart, 'Smart' Energy Drink
hbm:can_creature, 'Creature' Energy Drink
hbm:can_redbomb, 'Red Bomb' Energy Drink
hbm:can_mrsugar, 'Dr. Sugar' Soft Drink
hbm:can_overcharge, Overcharge Delirium XT
hbm:can_luna, Black Mesa Luna - Dark Cola
hbm:can_bepis, Bepis
hbm:can_breen, Dr>Breens Private Reserve
hbm:can_mug, MUG Root Beer
hbm:drone:0, Transport Drone
hbm:drone:1, Chunkloading Transport Drone
hbm:drone:2, Express Transport Drone
hbm:drone:3, Chunkloading Express Transport Drone
hbm:drone:4, Logistics Drone
hbm:titanium_sword, Titanium Sword
hbm:titanium_pickaxe, Titanium Pickaxe
hbm:titanium_axe, Titanium Axe
hbm:titanium_shovel, Titanium Shovel
hbm:titanium_hoe, Titanium Hoe
hbm:steel_sword, Steel Sword
hbm:steel_pickaxe, Steel Pickaxe
hbm:steel_axe, Steel Axe
hbm:steel_shovel, Steel Shovel
hbm:steel_hoe, Steel Hoe
hbm:alloy_sword, Advanced Alloy Sword (LEGACY)
hbm:alloy_pickaxe, Advanced Alloy Pickaxe (LEGACY)
hbm:alloy_axe, Advanced Alloy Axe (LEGACY)
hbm:alloy_shovel, Advanced Alloy Shovel (LEGACY)
hbm:alloy_hoe, Advanced Alloy Hoe (LEGACY)
hbm:elec_sword, Stunstick
hbm:elec_pickaxe, Impact Drill
hbm:elec_axe, Electric Chainsaw
hbm:elec_shovel, Spiral Drill
hbm:desh_sword, Desh Sword
hbm:desh_pickaxe, Desh Pickaxe
hbm:desh_axe, Desh Axe
hbm:desh_shovel, Desh Shovel
hbm:desh_hoe, Desh Hoe
hbm:cobalt_sword, Cobalt Sword
hbm:cobalt_pickaxe, Cobalt Pickaxe
hbm:cobalt_axe, Cobalt Axe
hbm:cobalt_shovel, Cobalt Shovel
hbm:cobalt_hoe, Cobalt Hoe
hbm:centri_stick, Centrifuge on a Stick
hbm:smashing_hammer, Smashing Hammer
hbm:cobalt_decorated_sword, Decorated Cobalt Sword
hbm:cobalt_decorated_pickaxe, Decorated Cobalt Pickaxe
hbm:cobalt_decorated_axe, Decorated Cobalt Axe
hbm:cobalt_decorated_shovel, Decorated Cobalt Shovel
hbm:cobalt_decorated_hoe, Decorated Cobalt Hoe
hbm:starmetal_sword, Starmetal Sword
hbm:starmetal_pickaxe, Starmetal Pickaxe
hbm:starmetal_axe, Starmetal Axe
hbm:starmetal_shovel, Starmetal Shovel
hbm:starmetal_hoe, Starmetal Hoe
hbm:cmb_sword, CMB Steel Sword
hbm:cmb_pickaxe, CMB Steel Pickaxe
hbm:cmb_axe, CMB Steel Axe
hbm:cmb_shovel, CMB Steel Shovel
hbm:cmb_hoe, CMB Steel Hoe
hbm:bismuth_axe, Bismuth Axe
hbm:bismuth_pickaxe, Bismuth Pickaxe
hbm:volcanic_axe, Molten Axe
hbm:volcanic_pickaxe, Molten Pickaxe
hbm:chlorophyte_axe, Chlorophyte Axe
hbm:chlorophyte_pickaxe, Chlorophyte Pickaxe
hbm:schrabidium_hoe, Schrabidium Hoe
hbm:schrabidium_sword, Schrabidium Sword
hbm:schrabidium_pickaxe, Schrabidium Pickaxe
hbm:schrabidium_axe, Schrabidium Axe
hbm:schrabidium_shovel, Schrabidium Shovel
hbm:crowbar, Mk.V Crate Opening Device "Crowbar"
hbm:weapon_saw, Doctor Assisted Homicide
hbm:weapon_bat, Richard's Default
hbm:weapon_bat_nail, The Cliché
hbm:weapon_golf_club, Russian Mobster's Club
hbm:weapon_pipe_rusty, The Attitude Adjuster
hbm:weapon_pipe_lead, The Manual Override
hbm:reer_graar, The Reer Graar
hbm:stopsign, Stop Sign Battle Axe
hbm:sopsign, Sop Sign Battle Axe
hbm:chernobylsign, Chernobyl Warning Sign Battle Axe
hbm:mask_of_infamy, Mask of Infamy
hbm:meteorite_sword, Meteorite Sword
hbm:meteorite_sword_seared, Meteorite Sword (Seared)
hbm:meteorite_sword_reforged, Meteorite Sword (Reforged)
hbm:meteorite_sword_hardened, Meteorite Sword (Hardened)
hbm:meteorite_sword_alloyed, Meteorite Sword (Alloyed)
hbm:meteorite_sword_machined, Meteorite Sword (Machined)
hbm:meteorite_sword_treated, Meteorite Sword (Treated)
hbm:meteorite_sword_etched, Meteorite Sword (Etched)
hbm:meteorite_sword_bred, Meteorite Sword (Bred)
hbm:meteorite_sword_irradiated, Meteorite Sword (Irradiated)
hbm:meteorite_sword_fused, Meteorite Sword (Fused)
hbm:meteorite_sword_baleful, Meteorite Sword (Baleful)
hbm:plate_iron, Iron Plate
hbm:plate_copper, Copper Plate
hbm:plate_titanium, Titanium Plate
hbm:plate_aluminium, Aluminium Plate
hbm:plate_gold, Gold Plate
hbm:plate_lead, Lead Plate
hbm:plate_steel, Steel Plate
hbm:plate_combine_steel, CMB Steel Plate
hbm:plate_paa, PaA Alloy Plate
hbm:plate_saturnite, Saturnite Plate
hbm:plate_schrabidium, Schrabidium Plate
hbm:plate_dalekanium, Angry Metal
hbm:plate_mixed, Mixed Plate
hbm:plate_kevlar, Kevlar Sheet
hbm:plate_polymer, Insulator
hbm:plate_desh, Desh Compound Plate
hbm:plate_bismuth, Bismuth Compound Plate
hbm:plate_euphemium, Euphemium Compound Plate
hbm:plate_dineutronium, Dineutronium Compound Plate
hbm:plate_armor_titanium, Titanium Armor Plate
hbm:plate_armor_ajr, Iron-Shod Armor Plating
hbm:plate_armor_hev, Reactive Armor Plating
hbm:plate_armor_lunar, Lunar Plating
hbm:plate_armor_fau, Fau Armor Plating
hbm:plate_armor_dnt, DNT Armor Plating
hbm:plate_dura_steel, High-Speed Steel Plate
hbm:plate_gunmetal, Gunmetal Plate
hbm:plate_weaponsteel, Weapon Steel Plate
hbm:blueprint_folder:0, Blueprint Booklet
hbm:blueprint_folder:1, Blueprint Booklet
hbm:template_folder, Machine Template Folder
hbm:journal_pip, Survivalist's Journal
hbm:journal_bj, Whiskey Drenched Notebook
hbm:journal_silver, Contractor's Notes
hbm:bobmazon, Bobmazon
hbm:bobmazon_hidden, Hidden Catalog
hbm:siren_track:1, Siren Track
hbm:siren_track:2, Siren Track
hbm:siren_track:3, Siren Track
hbm:siren_track:4, Siren Track
hbm:siren_track:5, Siren Track
hbm:siren_track:6, Siren Track
hbm:siren_track:7, Siren Track
hbm:siren_track:8, Siren Track
hbm:siren_track:9, Siren Track
hbm:siren_track:10, Siren Track
hbm:siren_track:11, Siren Track
hbm:siren_track:12, Siren Track
hbm:siren_track:13, Siren Track
hbm:siren_track:14, Siren Track
hbm:siren_track:15, Siren Track
hbm:siren_track:16, Siren Track
hbm:siren_track:17, Siren Track
hbm:siren_track:18, Siren Track
hbm:siren_track:19, Siren Track
hbm:siren_track:20, Siren Track
hbm:fluid_identifier_multi, Multi Fluid Identifier
hbm:ff_fluid_duct:152, Fluid Duct: Compressed Air
hbm:ff_fluid_duct:155, Fluid Duct: Hot Air Blast
hbm:ff_fluid_duct:1, Fluid Duct: Water
hbm:ff_fluid_duct:60, Fluid Duct: Heavy Water
hbm:ff_fluid_duct:125, Fluid Duct: Hot Heavy Water
hbm:ff_fluid_duct:7, Fluid Duct: Lava
hbm:ff_fluid_duct:2, Fluid Duct: Steam
hbm:ff_fluid_duct:3, Fluid Duct: Dense Steam
hbm:ff_fluid_duct:4, Fluid Duct: Super Dense Steam
hbm:ff_fluid_duct:5, Fluid Duct: Ultra Dense Steam
hbm:ff_fluid_duct:48, Fluid Duct: Low-Pressure Steam
hbm:ff_fluid_duct:55, Fluid Duct: Carbon Dioxide
hbm:ff_fluid_duct:6, Fluid Duct: Coolant
hbm:ff_fluid_duct:76, Fluid Duct: Hot Coolant
hbm:ff_fluid_duct:145, Fluid Duct: Perfluoromethyl
hbm:ff_fluid_duct:146, Fluid Duct: Cold Perfluoromethyl
hbm:ff_fluid_duct:147, Fluid Duct: Hot Perfluoromethyl
hbm:ff_fluid_duct:37, Fluid Duct: Cryogel
hbm:ff_fluid_duct:77, Fluid Duct: Mug Root Beer
hbm:ff_fluid_duct:78, Fluid Duct: Hot Mug Root Beer
hbm:ff_fluid_duct:84, Fluid Duct: Blood
hbm:ff_fluid_duct:85, Fluid Duct: Hot Blood
hbm:ff_fluid_duct:126, Fluid Duct: Liquid Sodium
hbm:ff_fluid_duct:127, Fluid Duct: Hot Liquid Sodium
hbm:ff_fluid_duct:143, Fluid Duct: Liquid Lead
hbm:ff_fluid_duct:144, Fluid Duct: Hot Liquid Lead
hbm:ff_fluid_duct:128, Fluid Duct: Liquid Thorium Salt
hbm:ff_fluid_duct:129, Fluid Duct: Hot Liquid Thorium Salt
hbm:ff_fluid_duct:130, Fluid Duct: Depleted Liquid Thorium Salt
hbm:ff_fluid_duct:38, Fluid Duct: Liquid Hydrogen
hbm:ff_fluid_duct:8, Fluid Duct: Deuterium
hbm:ff_fluid_duct:9, Fluid Duct: Tritium
hbm:ff_fluid_duct:57, Fluid Duct: Helium-3
hbm:ff_fluid_duct:124, Fluid Duct: Helium-4
hbm:ff_fluid_duct:39, Fluid Duct: Liquid Oxygen
hbm:ff_fluid_duct:40, Fluid Duct: Xenon Gas
hbm:ff_fluid_duct:90, Fluid Duct: Chlorine Gas
hbm:ff_fluid_duct:42, Fluid Duct: Mercury
hbm:ff_fluid_duct:10, Fluid Duct: Crude Oil
hbm:ff_fluid_duct:134, Fluid Duct: Desulfurized Crude Oil
hbm:ff_fluid_duct:61, Fluid Duct: Cracked Oil
hbm:ff_fluid_duct:136, Fluid Duct: Desulfurized Cracked Oil
hbm:ff_fluid_duct:62, Fluid Duct: Coal Oil
hbm:ff_fluid_duct:105, Fluid Duct: Coker Oil
hbm:ff_fluid_duct:11, Fluid Duct: Hot Crude Oil
hbm:ff_fluid_duct:135, Fluid Duct: Desulfurized Hot Crude Oil
hbm:ff_fluid_duct:63, Fluid Duct: Hot Cracked Oil
hbm:ff_fluid_duct:137, Fluid Duct: Desulfurized Hot Cracked Oil
hbm:ff_fluid_duct:12, Fluid Duct: Heavy Oil
hbm:ff_fluid_duct:91, Fluid Duct: Vacuum Heavy Oil
hbm:ff_fluid_duct:19, Fluid Duct: Naphtha
hbm:ff_fluid_duct:138, Fluid Duct: Desulfurized Naphtha
hbm:ff_fluid_duct:64, Fluid Duct: Cracked Naphtha
hbm:ff_fluid_duct:106, Fluid Duct: Coker Naphtha
hbm:ff_fluid_duct:92, Fluid Duct: Reformate
hbm:ff_fluid_duct:21, Fluid Duct: Light Oil
hbm:ff_fluid_duct:139, Fluid Duct: Desulfurized Light Oil
hbm:ff_fluid_duct:65, Fluid Duct: Cracked Light Oil
hbm:ff_fluid_duct:93, Fluid Duct: Vacuum Light Oil
hbm:ff_fluid_duct:13, Fluid Duct: Bitumen
hbm:ff_fluid_duct:14, Fluid Duct: Industrial Oil
hbm:ff_fluid_duct:15, Fluid Duct: Heating Oil
hbm:ff_fluid_duct:96, Fluid Duct: Heavy Heating Oil
hbm:ff_fluid_duct:16, Fluid Duct: Reclaimed Industrial Oil
hbm:ff_fluid_duct:18, Fluid Duct: Engine Lubricant
hbm:ff_fluid_duct:156, Fluid Duct: Flue Gas
hbm:ff_fluid_duct:23, Fluid Duct: Natural Gas
hbm:ff_fluid_duct:107, Fluid Duct: Coker Gas
hbm:ff_fluid_duct:24, Fluid Duct: Petroleum Gas
hbm:ff_fluid_duct:94, Fluid Duct: Sour Gas
hbm:ff_fluid_duct:25, Fluid Duct: LPG
hbm:ff_fluid_duct:86, Fluid Duct: Syngas
hbm:ff_fluid_duct:87, Fluid Duct: Oxyhydrogen
hbm:ff_fluid_duct:67, Fluid Duct: Aromatic Hydrocarbons
hbm:ff_fluid_duct:68, Fluid Duct: Unsaturated Hydrocarbons
hbm:ff_fluid_duct:95, Fluid Duct: BTX
hbm:ff_fluid_duct:100, Fluid Duct: Reformate Gas
hbm:ff_fluid_duct:20, Fluid Duct: Diesel
hbm:ff_fluid_duct:97, Fluid Duct: High-Cetane Diesel
hbm:ff_fluid_duct:66, Fluid Duct: Cracked Diesel
hbm:ff_fluid_duct:98, Fluid Duct: High-Cetane Cracked Diesel
hbm:ff_fluid_duct:22, Fluid Duct: Kerosene
hbm:ff_fluid_duct:99, Fluid Duct: Jet Fuel
hbm:ff_fluid_duct:17, Fluid Duct: Petroil
hbm:ff_fluid_duct:72, Fluid Duct: Leaded Petroil
hbm:ff_fluid_duct:46, Fluid Duct: Gasoline
hbm:ff_fluid_duct:73, Fluid Duct: Leaded Gasoline
hbm:ff_fluid_duct:47, Fluid Duct: Coal Gasoline
hbm:ff_fluid_duct:74, Fluid Duct: Leaded Coal Gasoline
hbm:ff_fluid_duct:80, Fluid Duct: Coal Tar Creosote
hbm:ff_fluid_duct:79, Fluid Duct: Wood Oil
hbm:ff_fluid_duct:26, Fluid Duct: Biogas
hbm:ff_fluid_duct:27, Fluid Duct: Biofuel
hbm:ff_fluid_duct:59, Fluid Duct: Ethanol
hbm:ff_fluid_duct:111, Fluid Duct: Fish Oil
hbm:ff_fluid_duct:112, Fluid Duct: Sunflower Seed Oil
hbm:ff_fluid_duct:28, Fluid Duct: NITAN© 100 Octane Super Fuel
hbm:ff_fluid_duct:154, Fluid Duct: Deuterated Hydrocarbon
hbm:ff_fluid_duct:41, Fluid Duct: BF Rocket Fuel
hbm:ff_fluid_duct:69, Fluid Duct: Salient Green
hbm:ff_fluid_duct:81, Fluid Duct: Seeding Slurry
hbm:ff_fluid_duct:101, Fluid Duct: Colloid
hbm:ff_fluid_duct:141, Fluid Duct: Vitriol
hbm:ff_fluid_duct:142, Fluid Duct: Ore Slop
hbm:ff_fluid_duct:104, Fluid Duct: Ionic Gel
hbm:ff_fluid_duct:35, Fluid Duct: Hydrogen Peroxide
hbm:ff_fluid_duct:75, Fluid Duct: Sulfuric Acid
hbm:ff_fluid_duct:82, Fluid Duct: Nitric Acid
hbm:ff_fluid_duct:83, Fluid Duct: Solvent
hbm:ff_fluid_duct:88, Fluid Duct: High-Performance Solvent
hbm:ff_fluid_duct:32, Fluid Duct: Schrabidic Acid
hbm:ff_fluid_duct:29, Fluid Duct: Uranium Hexafluoride
hbm:ff_fluid_duct:30, Fluid Duct: Plutonium Hexafluoride
hbm:ff_fluid_duct:31, Fluid Duct: Schrabidium Trisulfide
hbm:ff_fluid_duct:43, Fluid Duct: Pandemonium(III)tantalite Solution
hbm:ff_fluid_duct:58, Fluid Duct: Osmiridic Solution
hbm:ff_fluid_duct:36, Fluid Duct: Poisonous Mud
hbm:ff_fluid_duct:114, Fluid Duct: Red Mud
hbm:ff_fluid_duct:131, Fluid Duct: Fullerene Solution
hbm:ff_fluid_duct:108, Fluid Duct: Dissolved Egg
hbm:ff_fluid_duct:109, Fluid Duct: Cholesterol Solution
hbm:ff_fluid_duct:115, Fluid Duct: Chlorocalcite Solution
hbm:ff_fluid_duct:116, Fluid Duct: Mixed Chlorocalcite Solution
hbm:ff_fluid_duct:117, Fluid Duct: Cleaned Chlorocalcite Solution
hbm:ff_fluid_duct:118, Fluid Duct: Potassiumchloride Solution
hbm:ff_fluid_duct:119, Fluid Duct: Calciumchloride Solution
hbm:ff_fluid_duct:120, Fluid Duct: Calcium Solution
hbm:ff_fluid_duct:149, Fluid Duct: Sodium Aluminate
hbm:ff_fluid_duct:150, Fluid Duct: Bauxite Solution
hbm:ff_fluid_duct:151, Fluid Duct: Alumina
hbm:ff_fluid_duct:153, Fluid Duct: Liquid Concrete
hbm:ff_fluid_duct:49, Fluid Duct: Fracking Solution
hbm:ff_fluid_duct:148, Fluid Duct: Lye
hbm:ff_fluid_duct:102, Fluid Duct: Phosgene
hbm:ff_fluid_duct:103, Fluid Duct: Mustard Gas
hbm:ff_fluid_duct:110, Fluid Duct: Estradiol Solution
hbm:ff_fluid_duct:113, Fluid Duct: Nitroglycerin
hbm:ff_fluid_duct:33, Fluid Duct: Antimatter
hbm:ff_fluid_duct:34, Fluid Duct: Antischrabidium
hbm:ff_fluid_duct:44, Fluid Duct: Liquid Nuclear Waste
hbm:ff_fluid_duct:45, Fluid Duct: Gaseous Nuclear Waste
hbm:ff_fluid_duct:70, Fluid Duct: Experience Juice
hbm:ff_fluid_duct:71, Fluid Duct: Ender Juice
hbm:ff_fluid_duct:140, Fluid Duct: Stellar Flux
hbm:ff_fluid_duct:132, Fluid Duct: Booster Pheromone
hbm:ff_fluid_duct:133, Fluid Duct: Modified Booster Pheromone
hbm:ff_fluid_duct:89, Fluid Duct: Hydrazine
hbm:ff_fluid_duct:1000, Fluid Duct: Custom Fluid Demo
hbm:mese_gavel, Mese Gavel
hbm:mese_pickaxe, Mese Pickaxe
hbm:mese_axe, Mese Axe
hbm:dnt_sword, dinuatureum sword
hbm:dwarven_pickaxe, Dwarven Pickaxe
hbm:crystal_coal, Coal Crystals
hbm:crystal_iron, Iron Crystals
hbm:crystal_gold, Gold Crystals
hbm:crystal_redstone, Redstone Crystals
hbm:crystal_lapis, Lapis Crystals
hbm:crystal_diamond, Diamond Crystals
hbm:crystal_uranium, Uranium Crystals
hbm:crystal_thorium, Thorium Crystals
hbm:crystal_plutonium, Plutonium Crystals
hbm:crystal_titanium, Titanium Crystals
hbm:crystal_sulfur, Sulfur Crystals
hbm:crystal_niter, Niter Crystals
hbm:crystal_copper, Copper Crystals
hbm:crystal_tungsten, Tungsten Crystals
hbm:crystal_aluminium, Aluminium Crystals
hbm:crystal_fluorite, Fluorite Crystals
